record_id,output_file,layer,metric_or_item,value,units,source_ids,document_titles,source_urls,publication_dates,source_reference,classification,owner_review_status,notes
MT-0066,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_principal_outstanding_at_beginning_of_period,0,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0067,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_outstanding_at_beginning_of_period,336,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0068,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,scheduled_term_principal_payments_during_period,16,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0069,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,final_scheduled_term_installment_due_on_maturity_date,16,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0070,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,post_installment_term_balloon,320,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0071,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_term_principal_due_on_maturity_date,336,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0072,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_principal_due_on_maturity_date,0,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0073,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_due_on_maturity_date,336,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0074,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_payments_during_period,336,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0075,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_unchanged_through_maturity_assumption,0,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0076,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,retained_finance_leases_and_other_debt_maturities,,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,,not_determinable_from_annual_maturity_buckets,owner_reviewed_for_phase5_testing,The public annual maturity buckets do not support an exact allocation to this period.
MT-0077,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,term_principal_outstanding_at_beginning_of_period,384,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0078,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_principal_outstanding_at_beginning_of_period,0,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0079,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_outstanding_at_beginning_of_period,384,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0080,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,scheduled_term_principal_payments_during_period,64,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0081,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,final_scheduled_term_installment_due_on_maturity_date,16,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0082,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,post_installment_term_balloon,320,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0083,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_term_principal_due_on_maturity_date,336,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0084,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_principal_due_on_maturity_date,0,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0085,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_due_on_maturity_date,336,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0086,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_payments_during_period,384,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0087,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_unchanged_through_maturity_assumption,0,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0088,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,retained_finance_leases_and_other_debt_maturities,,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,,not_determinable_from_annual_maturity_buckets,owner_reviewed_for_phase5_testing,The public annual maturity buckets do not support an exact allocation to this period.
MT-0089,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,term_principal_outstanding_at_beginning_of_period,184,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0090,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_principal_outstanding_at_beginning_of_period,0,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0091,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_outstanding_at_beginning_of_period,184,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0092,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,scheduled_term_principal_payments_during_period,24,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0093,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,final_scheduled_term_installment_due_on_maturity_date,24,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0094,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,post_installment_term_balloon,160,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0095,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_term_principal_due_on_maturity_date,184,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0096,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_principal_due_on_maturity_date,0,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0097,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_due_on_maturity_date,184,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0098,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_payments_during_period,184,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0099,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_unchanged_through_maturity_assumption,0,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0100,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,retained_finance_leases_and_other_debt_maturities,,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,,not_determinable_from_annual_maturity_buckets,owner_reviewed_for_phase5_testing,The public annual maturity buckets do not support an exact allocation to this period.
MT-0101,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,term_principal_outstanding_at_beginning_of_period,256,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0102,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_principal_outstanding_at_beginning_of_period,0,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0103,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_outstanding_at_beginning_of_period,256,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0104,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,scheduled_term_principal_payments_during_period,96,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0105,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,final_scheduled_term_installment_due_on_maturity_date,24,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0106,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,post_installment_term_balloon,160,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0107,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_term_principal_due_on_maturity_date,184,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0108,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_principal_due_on_maturity_date,0,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0109,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_due_on_maturity_date,184,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0110,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_payments_during_period,256,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0111,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_unchanged_through_maturity_assumption,0,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0112,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,retained_finance_leases_and_other_debt_maturities,,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,,not_determinable_from_annual_maturity_buckets,owner_reviewed_for_phase5_testing,The public annual maturity buckets do not support an exact allocation to this period.
MT-0113,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,term_principal_outstanding_at_beginning_of_period,495.625,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
MT-0114,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,revolver_principal_outstanding_at_beginning_of_period,29.89771875,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0115,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,total_funded_principal_outstanding_at_beginning_of_period,525.52271875,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,Revolver equals the opening draw and is assumed unchanged through maturity solely for this principal comparison; Phase 5 must model actual draws and repayments.
MT-0116,data/phase4/processed/MATURITY_SCHEDULE.csv,maturity_schedule,scheduled_term_principal_payments_during_period,8.125,USD_millions,,,,,,hypothetical_calculation,owner_reviewed_for_phase5_testing,
